116501	1165	1	1	45	1	3	"THIGALARU"	"KANNADA"	0	0	0	0	0	0	7		6	"HOURS PER DAY"	2	2
116502	1165	2	2	38	1	3	"THIGALARU"	"KANNADA"	0	0	0	0	0	0	16	1	8	"HOURS PER DAY"	2	2
116601	1166	1	1	45	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	7		6	"DAYS PER WEEK"	2	2
116602	1166	2	2	32	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	12			1	1
116901	1169	1	1	55	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	35	6	"DAYS PER WEEK"	2	2
116902	1169	2	2	48	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	3		8	"HOURS PER DAY"	1	1
116905	1169	2	3	20	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	8				2	2
117101	1171	1	1	50	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16		6	"DAYS PER WEEK"	2	2
117102	1171	2	2	45	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	21	8	"HOURS PER DAY"	1	1
117103	1171	2	3	20	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	5				2	2
117105	1171	1	3	30	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	10	1	8	"HOURS PER DAY"	2	2
117201	1172	1	1	85	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16				2	2
117202	1172	2	2	62	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	40	8	"HOURS PER DAY"	2	2
117203	1172	2	3	30	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16		6	"DAYS PER WEEK"	2	2
117301	1173	1	1	75	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	7				2	2
117403	1174	2	3	26	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	9	3	5	"DAYS PER WEEK"	2	2
117404	1174	1	3	18	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	10		4	"DAYS PER WEEK"	2	2
200101	2001	1	1	33	1	4	"LINGAYATH"	"KANNADA"	0	0	1	0	0	0	10		5	"DAYS PER WEEK"	2	2
